peak.id	chr	start	end	peak.score	n.samples	blacklist.encode	beyond.chr.end	reproducible	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	refMean	non.refMean	refExp	non.refExp	sig.peaks.direction	padj.log	DYRK1Apeak
chr17:43406843:43407344	chr17	43406843	43407344	5.29284526980609	7	FALSE	FALSE	TRUE	*	Distal Intergenic	17	43340488	43394414	53927	2	9020	uc002iiw.1	-12429	ENSG00000006062	MAP3K14	mitogen-activated protein kinase kinase kinase 14	20.3556280119285	-1.45789319696967	0.789781379150682	-1.84594526467244	0.0649001533537055	0.534705619602586	1.65566550056441	0.835140654926806	3	2	n.s.	0.271885251565325	NA
chrX:67923606:67924107	chrX	67923606	67924107	12.9567347022515	10	FALSE	FALSE	TRUE	*	Intron	23	67913482	67945684	32203	1	9754	uc004dxc.4	10124	ENSG00000130052	STARD8	StAR related lipid transfer domain containing 8	49.5516044013139	1.17705083333025	0.642805192137249	1.83111593952235	0.0670832398912486	0.541737047400363	1.55171800089456	2.47169743176239	3	5	n.s.	0.266211463597985	NA
chr4:96211778:96212279	chr4	96211778	96212279	8.8483061834603	13	FALSE	FALSE	TRUE	*	Intron	4	96025506	96079601	54096	1	658	uc003htn.4	186272	ENSG00000138696	BMPR1B	bone morphogenetic protein receptor type 1B	45.3510901627603	-1.2214078890353	0.676251796940044	-1.80614365028236	0.0708959041085375	0.551901853027684	2.591454815239	1.55767451975505	4	4	n.s.	0.258138147775021	NA
chr3:111579132:111579633	chr3	111579132	111579633	16.0149482355589	13	FALSE	FALSE	TRUE	*	Intron	3	111578568	111695364	116797	1	90102	uc003dyg.3	564	ENSG00000144824	PHLDB2	pleckstrin homology like domain family B member 2	93.9904442829398	-0.786007060790996	0.439673371488883	-1.78770676543205	0.0738233296552258	0.560955902729293	3.31333614412714	2.68638470500377	4	5	n.s.	0.251071277699386	NA
chr15:84131820:84132321	chr15	84131820	84132321	10.6460193729869	11	FALSE	FALSE	TRUE	*	Intron	15	84116091	84287493	171403	1	6457	uc002bjx.3	15729	ENSG00000140600	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3	21.3253552442914	-1.37142877686876	0.76943065748746	-1.78239424634715	0.0746849631238706	0.563137146448638	1.80534571033013	0.891189963201271	4	2	n.s.	0.249385824167468	NA
chr1:237963064:237963565	chr1	237963064	237963565	14.7949574928707	13	FALSE	FALSE	TRUE	*	Intron	1	237955146	237997288	42143	1	6262	uc010pyb.1	7918	ENSG00000198626	RYR2	ryanodine receptor 2	87.4706181613187	-1.11292425724157	0.625197218121626	-1.78011709742615	0.0750567990501975	0.563765628507161	3.38022889753129	2.14200879175251	4	5	n.s.	0.248901405592314	NA
chr7:27197079:27197580	chr7	27197079	27197580	6.04331472121644	14	FALSE	FALSE	TRUE	*	Promoter	7	27193338	27196296	2959	2	3204	uc003sys.3	-783	ENSG00000122592	HOXA7	homeobox A7	46.7551808213567	-0.695232724141624	0.394522045938438	-1.76221514437272	0.0780329543069027	0.571763908726681	2.47777290021916	1.95005211043679	4	5	n.s.	0.24278326194679	NA
chr14:21248934:21249435	chr14	21248934	21249435	12.4993082277019	14	FALSE	FALSE	TRUE	*	Promoter	14	21249210	21250626	1417	1	6039	uc001vye.4	0	ENSG00000169413	RNASE6	ribonuclease A family member k6	70.40300936558	0.756715178643119	0.42955473124751	1.76162692108051	0.0781323523512972	0.571886212956805	2.27796358717753	2.91012054049894	4	5	n.s.	0.242690373306372	NA
chr2:89065100:89065601	chr2	89065100	89065601	14.9477731482461	14	FALSE	FALSE	TRUE	*	Promoter	2	89065419	89106109	40691	1	645784	uc010fhg.4	0	ENSG00000230006	ANKRD36BP2	ankyrin repeat domain 36B pseudogene 2	97.3290096396915	0.865477512271968	0.493024722257407	1.75544444974121	0.0791833146148983	0.574547362696704	2.46888105536609	3.3659005662241	4	5	n.s.	0.240674164521409	NA
chr5:141071545:141072046	chr5	141071545	141072046	14.6049728210132	14	FALSE	FALSE	TRUE	*	Distal Intergenic	5	141032968	141061800	28833	2	64411	uc003lln.3	-9745	ENSG00000120318	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	113.422990080005	-0.671747080425695	0.389061874746584	-1.72658161600449	0.084242829935879	0.587284553553995	3.56230945173288	2.97682874868024	4	5	n.s.	0.231151421589332	NA
chr15:84115818:84116319	chr15	84115818	84116319	50.0436023863984	14	FALSE	FALSE	TRUE	*	Promoter	15	84116091	84234635	118545	1	6457	uc010bms.2	0	ENSG00000140600	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3	293.131984874209	-0.752599943004859	0.43592748244952	-1.72643380677888	0.0842693981790429	0.587358065675567	4.86790733231537	4.11595958735327	4	5	n.s.	0.231097063083569	NA
chr1:65858994:65859495	chr1	65858994	65859495	18.1539453083839	6	FALSE	FALSE	TRUE	*	Intron	1	65886131	66096095	209965	1	3953	uc001dcg.3	-26636	ENSG00000116678	LEPR	leptin receptor	49.9430415525461	2.18994854615301	1.28071922411075	1.70993649890246	0.0872776161985167	0.593892257723355	0.939074695314115	2.36998371403174	1	4	n.s.	0.226292336366254	NA
chr17:7518103:7518604	chr17	7518103	7518604	69.5809906450436	14	FALSE	FALSE	TRUE	*	Promoter	17	7494548	7518215	23668	2	9513	uc002gia.2	0	ENSG00000129245	FXR2	FMR1 autosomal homolog 2	499.465276919227	-0.644539071481949	0.378100391356216	-1.70467708105257	0.088254666602732	0.596354729014119	5.61818895000934	4.941654913813	4	5	n.s.	0.224495332498719	NA
chr1:45978194:45978695	chr1	45978194	45978695	12.1848955603791	14	FALSE	FALSE	TRUE	*	Intron	1	45976707	45987610	10904	2	5052	uc001coa.3	8915	ENSG00000117450	PRDX1	peroxiredoxin 1	42.3005912186034	0.856643245178062	0.504016288286887	1.69963404970448	0.0891997815068369	0.598807579724152	1.70904109553498	2.24250604960844	4	5	n.s.	0.222712710981725	NA
chr14:105559967:105560468	chr14	105559967	105560468	20.3977892588331	14	FALSE	FALSE	TRUE	*	Distal Intergenic	14	105521724	105531754	10031	2	29933	uc010axe.1	-28213	ENSG00000183484	GPR132	G protein-coupled receptor 132	126.028752024257	-0.565711423420863	0.332867783164683	-1.69950788881537	0.0892235294494265	0.598807579724152	3.68060778904526	3.19557244652115	4	5	n.s.	0.222712710981725	NA
chr4:235170:235671	chr4	235170	235671	51.4913455955439	14	FALSE	FALSE	TRUE	*	Intron	4	206389	249773	43385	1	642280	uc010iba.4	28781	ENSG00000198155	ZNF876P	zinc finger protein 876, pseudogene	393.927752585119	-0.557726501543404	0.329337869212354	-1.69347819877886	0.0903644811902301	0.601427139797577	5.25721454303621	4.70383362647632	4	5	n.s.	0.220816977967488	NA
chr7:39872714:39873215	chr7	39872714	39873215	12.8334501913417	14	FALSE	FALSE	TRUE	*	Distal Intergenic	7	39773167	39834222	61056	1	349114	uc003thf.3	99547	NA	LINC00265	long intergenic non-protein coding RNA 265	90.1387531882086	-0.734985457368269	0.434922905312751	-1.68992124440938	0.0910430226607721	0.603231435102324	3.27785703746595	2.62702427221447	4	5	n.s.	0.219516034950355	NA
chr16:72023911:72024412	chr16	72023911	72024412	6.63880737431746	4	FALSE	FALSE	TRUE	*	Exon	16	71963441	72033877	70437	2	342372	uc010vmm.2	9465	ENSG00000277481	PKD1L3	polycystin 1 like 3, transient receptor potential channel interacting	16.0858687954986	1.57655380700218	0.936212167570686	1.68397064427509	0.0921873421622076	0.605639492239115	0.626731853540176	1.19713991428931	1	2	n.s.	0.21778581332582	NA
chr15:43513615:43514116	chr15	43513615	43514116	8.32992220384687	11	FALSE	FALSE	TRUE	*	Promoter	15	43489426	43513323	23898	2	2038	uc010udm.2	-292	ENSG00000166947	EPB42	erythrocyte membrane protein band 4.2	31.3144003080859	-1.18871167656729	0.709729594450111	-1.67487968074417	0.0939578410768722	0.609861357083914	1.93766934425407	1.28508793511413	3	3	n.s.	0.214768884164688	NA
chr2:89054036:89054537	chr2	89054036	89054537	32.8593957918271	14	FALSE	FALSE	TRUE	*	Distal Intergenic	2	89065419	89106109	40691	1	645784	uc010fhg.4	-10882	ENSG00000230006	ANKRD36BP2	ankyrin repeat domain 36B pseudogene 2	226.058558672216	0.75196137645842	0.456530362222542	1.6471223793257	0.0995328940501823	0.6213996316779	3.63948390214457	4.44088957055713	4	5	n.s.	0.206629008500264	NA
chr17:43384851:43385352	chr17	43384851	43385352	18.5416744787309	14	FALSE	FALSE	TRUE	*	Intron	17	43340488	43394414	53927	2	9020	uc002iiw.1	9062	ENSG00000006062	MAP3K14	mitogen-activated protein kinase kinase kinase 14	152.927591960179	-0.565661715080364	0.349172972486193	-1.62000429487059	0.105231354321327	0.633098696891594	3.92976223139512	3.4345067133426	4	5	n.s.	0.198528580386873	NA
chr2:89036766:89037267	chr2	89036766	89037267	5.6218188283838	14	FALSE	FALSE	TRUE	*	Intron	2	89065419	89106109	40691	1	645784	uc010fhg.4	-28152	ENSG00000230006	ANKRD36BP2	ankyrin repeat domain 36B pseudogene 2	38.8473343225824	0.923740172842579	0.573492827102293	1.61072663717521	0.107239317243072	0.636694019831125	1.56424478553659	2.15530732070814	4	4	n.s.	0.196069229241766	NA
chr17:43410277:43410778	chr17	43410277	43410778	28.6163552277033	14	FALSE	FALSE	TRUE	*	Distal Intergenic	17	43340488	43394414	53927	2	9020	uc002iiw.1	-15863	ENSG00000006062	MAP3K14	mitogen-activated protein kinase kinase kinase 14	176.585004020535	-0.524017928249595	0.32599755569344	-1.60742901011923	0.107960290511537	0.63787703081524	4.12706818924904	3.64758419743694	4	5	n.s.	0.195263035989991	NA
chr14:21250354:21250855	chr14	21250354	21250855	7.39457182435897	14	FALSE	FALSE	TRUE	*	3' UTR	14	21249210	21250626	1417	1	6039	uc001vye.4	1144	ENSG00000169413	RNASE6	ribonuclease A family member k6	47.9490709038296	0.665460502765492	0.414406900414826	1.60581424223235	0.108314730411284	0.638541267626838	1.92414231559867	2.43295925602927	4	5	n.s.	0.194811029922158	NA
chr15:38509434:38509935	chr15	38509434	38509935	5.72875314252179	11	FALSE	FALSE	TRUE	*	Intron	15	38545052	38649450	104399	1	161742	uc001zka.4	-35117	ENSG00000166068	SPRED1	sprouty related EVH1 domain containing 1	21.5948813116296	-1.39748260718376	0.874063051675953	-1.59883500910397	0.109857267882949	0.64142859227253	1.78533032831392	0.822381421255586	4	2	n.s.	0.192851684898036	NA
chr15:38617456:38617957	chr15	38617456	38617957	5.09876728697345	11	FALSE	FALSE	TRUE	*	Intron	15	38545052	38649450	104399	1	161742	uc001zka.4	72404	ENSG00000166068	SPRED1	sprouty related EVH1 domain containing 1	25.9638463137283	-1.35410116926604	0.847683991512211	-1.59741269485391	0.110173744523318	0.641929577146949	1.93983799219267	0.967852183940876	4	2	n.s.	0.192512613572955	NA
chr7:27195395:27195896	chr7	27195395	27195896	9.86290618069496	9	FALSE	FALSE	TRUE	*	3' UTR	7	27193338	27196296	2959	2	3204	uc003sys.3	400	ENSG00000122592	HOXA7	homeobox A7	88.9603340549864	0.679650958830406	0.426046419010589	1.59525095976341	0.110656127211658	0.642951096937946	2.62016601476798	3.15059215933867	4	5	n.s.	0.19182205839409	NA
chr19:886375:886876	chr19	886375	886876	6.48292485438597	4	FALSE	FALSE	TRUE	*	Promoter	19	867963	886201	18239	2	10025	uc010drw.2	-174	ENSG00000175221	MED16	mediator complex subunit 16	20.8312530496025	1.73582729215055	1.09030258746413	1.59206014193528	0.111371191768955	0.644561443239586	0.719524297481452	1.36244014704615	1	3	n.s.	0.190735676932758	NA
chr20:362105:362606	chr20	362105	362606	8.16467160916812	14	FALSE	FALSE	TRUE	*	5' UTR	20	361941	378203	16263	1	57761	uc002wdn.3	164	ENSG00000101255	TRIB3	tribbles pseudokinase 3	99.5960320555142	-0.484890101127605	0.309089754989783	-1.56876794943797	0.116702019072488	0.654832176321339	3.33671373344349	2.95533674920303	4	5	n.s.	0.183869988918799	NA
chrX:78712104:78712605	chrX	78712104	78712605	8.82214760072571	14	FALSE	FALSE	TRUE	*	Distal Intergenic	23	78615881	78623049	7169	2	9452	uc011mqr.2	-89055	ENSG00000078596	ITM2A	integral membrane protein 2A	53.5123069369401	0.844102861960427	0.541475092145471	1.55889508899821	0.119021212885888	0.658592460049996	1.81813054789981	2.5664576699375	4	5	n.s.	0.181383245651783	NA
chr6:12832509:12833010	chr6	12832509	12833010	17.6041308864112	14	FALSE	FALSE	TRUE	*	Intron	6	12718542	12935069	216528	1	221692	uc003nai.3	113967	ENSG00000112137	PHACTR1	phosphatase and actin regulator 1	84.9085327499632	0.873922324264913	0.565347713247377	1.54581384833959	0.122149531555493	0.663727406497562	2.4180310018166	2.97068000192327	4	5	n.s.	0.178010249187973	NA
chr17:4636466:4636967	chr17	4636466	4636967	30.2501509573659	14	FALSE	FALSE	TRUE	*	3' UTR	17	4634723	4636896	2174	1	400569	uc002fyp.3	1743	ENSG00000161920	MED11	mediator complex subunit 11	141.921703517925	-0.667159736159387	0.432752902086569	-1.54166438386109	0.123155171093089	0.665228697138126	3.86435565826271	3.20348409810568	4	5	n.s.	0.177029024124931	NA
chr21:15457119:15457620	chr21	15457119	15457620	29.4683393909956	14	FALSE	FALSE	TRUE	*	Intron	21	15349068	15352765	3698	2	391267	uc002yjj.4	-104354	ENSG00000215559	ANKRD20A11P	ankyrin repeat domain 20 family member A11, pseudogene	51.7609021639261	-0.741023999016374	0.480812425480826	-1.54119144960809	0.12327019787964	0.665330655873491	2.62004867038871	1.96461779920142	4	5	n.s.	0.176962465476288	NA
chr17:4634391:4634892	chr17	4634391	4634892	39.4433761318531	14	FALSE	FALSE	TRUE	*	Promoter	17	4634723	4636896	2174	1	400569	uc002fyp.3	0	ENSG00000161920	MED11	mediator complex subunit 11	174.729922179775	-0.533806948686693	0.346622363031712	-1.54002455011206	0.123554369322362	0.666047631870674	4.12369005624561	3.60285468885141	4	5	n.s.	0.176494711492014	NA
chr3:120363883:120364384	chr3	120363883	120364384	6.69889561438183	4	FALSE	FALSE	TRUE	*	Intron	3	120347015	120370898	23884	2	3081	uc003edv.3	6514	ENSG00000113924	HGD	homogentisate 1,2-dioxygenase	18.038429636982	1.43279232186612	0.946819733538375	1.51326833515774	0.130211512482993	0.67772351479706	0.746108869376053	1.16697340444151	1	2	n.s.	0.168947445495526	NA
chr9:13034145:13034646	chr9	13034145	13034646	6.04331472121644	13	FALSE	FALSE	TRUE	*	Distal Intergenic	9	13105703	13120649	14947	2	8777	uc003zkx.4	86003	ENSG00000107186	MPDZ	multiple PDZ domain crumbs cell polarity complex component	44.5969709977577	-0.7773531325977	0.516700592370792	-1.50445566363868	0.132464081033384	0.681279171904808	2.46015619040725	1.7516345209855	4	5	n.s.	0.166674888126622	NA
chr3:120397346:120397847	chr3	120397346	120397847	18.8481956400855	14	FALSE	FALSE	TRUE	*	Intron	3	120347015	120401418	54404	2	3081	uc003edw.3	3571	ENSG00000113924	HGD	homogentisate 1,2-dioxygenase	150.577682639264	-0.495293162325096	0.330181471832909	-1.50006346381466	0.133597963958808	0.682783502239218	3.90363093293019	3.4476514493283	4	5	n.s.	0.165716981073753	NA
chr3:10234678:10235179	chr3	10234678	10235179	6.10244621003316	12	FALSE	FALSE	TRUE	*	Intron	3	10206563	10285427	78865	1	3656	uc003bve.1	28115	ENSG00000134070	IRAK2	interleukin 1 receptor associated kinase 2	26.0149369417867	0.946980707278124	0.635457836253058	1.49023373897149	0.13616278804373	0.686394928123243	1.20461151913459	1.70018132817552	2	4	n.s.	0.163425934215625	NA
chr7:90250372:90250873	chr7	90250372	90250873	5.09876728697345	12	FALSE	FALSE	TRUE	*	Intron	7	90225720	90839904	614185	1	5218	uc003uky.2	24652	ENSG00000058091	CDK14	cyclin dependent kinase 14	23.8198731722425	-0.86115142487725	0.581641042242753	-1.4805547792101	0.138725253174269	0.690871759145943	1.76123235844218	1.19518936037501	4	3	n.s.	0.16060255966486	NA
chr1:16283885:16284386	chr1	16283885	16284386	9.55248244329618	6	FALSE	FALSE	TRUE	*	Intron	1	16268364	16302627	34264	2	7709	uc001axl.4	18241	ENSG00000116809	ZBTB17	zinc finger and BTB domain containing 17	29.0376244505958	1.09132956210614	0.738693146287402	1.47737875678291	0.139574137288124	0.69172639161106	1.14086859272643	1.73369074807529	1	4	n.s.	0.160065654258578	NA
chr15:43496369:43496870	chr15	43496369	43496870	18.9301775118296	14	FALSE	FALSE	TRUE	*	Intron	15	43489426	43501797	12372	2	2038	uc001zqz.4	4927	ENSG00000166947	EPB42	erythrocyte membrane protein band 4.2	64.1383545840124	-0.709619318473092	0.482056606689021	-1.47206636860985	0.141002956239069	0.693094373482693	2.70043970271209	2.30874925001014	4	5	n.s.	0.159207626726903	NA
chr20:361474:361975	chr20	361474	361975	11.0701608075783	14	FALSE	FALSE	TRUE	*	Promoter	20	361941	378203	16263	1	57761	uc002wdn.3	0	ENSG00000101255	TRIB3	tribbles pseudokinase 3	96.219104774554	-0.444691571874553	0.302166998778417	-1.47167484759198	0.141108702907241	0.693265786866235	3.27961495508275	2.93396880029753	4	5	n.s.	0.159100231997733	NA
chr8:81417812:81418313	chr8	81417812	81418313	11.7230210734545	13	FALSE	FALSE	TRUE	*	Intron	8	81398448	81438500	40053	1	65986	uc022awr.2	19364	ENSG00000205189	ZBTB10	zinc finger and BTB domain containing 10	23.0570186188464	-0.690031713629251	0.471861719265842	-1.46236002086131	0.1436425788895	0.696667486906598	1.70902692171744	1.27052774332868	4	4	n.s.	0.156974457280188	NA
chr15:38543544:38544045	chr15	38543544	38544045	5.56914762874598	13	FALSE	FALSE	TRUE	*	Distal Intergenic	15	38545052	38649450	104399	1	161742	uc001zka.4	-1007	ENSG00000166068	SPRED1	sprouty related EVH1 domain containing 1	70.3190889683854	-0.604661302477622	0.416841008229077	-1.45058017455261	0.146896799128657	0.701171729534528	2.92074676033822	2.41811327410036	4	5	n.s.	0.154175602496474	NA
chr20:35374333:35374834	chr20	35374333	35374834	36.0903956108949	14	FALSE	FALSE	TRUE	*	Promoter	20	35280169	35374541	94373	2	57446	uc002xfw.3	0	ENSG00000101079	NDRG3	NDRG family member 3	231.996454110316	-0.385976528759347	0.266122845447131	-1.45036976480107	0.146955433827865	0.701311977997005	4.43220222930838	4.11990935044996	4	5	n.s.	0.154088743542997	NA
chr19:4327515:4328016	chr19	4327515	4328016	13.6434072016753	14	FALSE	FALSE	TRUE	*	Intron	19	4324040	4338941	14902	2	55620	uc002mab.3	10925	ENSG00000178078	STAP2	signal transducing adaptor family member 2	91.8743048608457	0.786055424497045	0.542404492857279	1.44920522386579	0.147280279125467	0.701832965185191	2.51612337599089	3.12271787470291	4	5	n.s.	0.153766236773517	NA
chr4:204811:205312	chr4	204811	205312	10.141219591774	13	FALSE	FALSE	TRUE	*	Distal Intergenic	4	206389	249773	43385	1	642280	uc010iba.4	-1077	ENSG00000198155	ZNF876P	zinc finger protein 876, pseudogene	45.2326211093924	0.663069168883073	0.463696186952253	1.42996467847028	0.152727156929999	0.708626882509041	1.86609021236361	2.32895675157771	4	5	n.s.	0.149582376270576	NA
chr5:141044508:141045009	chr5	141044508	141045009	19.7272281464346	14	FALSE	FALSE	TRUE	*	5' UTR	5	141032968	141046311	13344	2	64411	uc003lll.3	1302	ENSG00000120318	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	99.0144015338652	-0.48809569538737	0.345042643227671	-1.41459528254688	0.157187192751697	0.714742432741608	3.3355733281125	2.91877949677789	4	5	n.s.	0.145850433991604	NA
chr12:51477174:51477675	chr12	51477174	51477675	57.8501840885964	14	FALSE	FALSE	TRUE	*	Promoter	12	51454988	51477437	22450	2	81566	uc021qxx.1	0	ENSG00000110925	CSRNP2	cysteine and serine rich nuclear protein 2	338.179498057884	-0.395049021382246	0.279820996248918	-1.41179191939845	0.158011238457664	0.715925911440751	4.9563857686183	4.62233847192446	4	5	n.s.	0.145131918917421	NA
chr1:16292488:16292989	chr1	16292488	16292989	30.6248316815586	14	FALSE	FALSE	TRUE	*	Intron	1	16268364	16302627	34264	2	7709	uc001axl.4	9638	ENSG00000116809	ZBTB17	zinc finger and BTB domain containing 17	177.757363206096	-0.593540573542391	0.421801833448902	-1.40715503460298	0.159381421790556	0.717651685793423	4.01193069975746	3.64151150342673	4	5	n.s.	0.144086290634899	NA
chr7:127020488:127020989	chr7	127020488	127020989	5.02047505076372	8	FALSE	FALSE	TRUE	*	Intron	7	127010354	127026234	15881	2	168850	uc003vlw.1	5245	ENSG00000048405	ZNF800	zinc finger protein 800	12.8747936770556	1.27115202288112	0.904521602819504	1.40533075044177	0.159922948394411	0.718368897135076	0.595935498181137	1.04155470003456	1	2	n.s.	0.143652479368347	NA
chr6:108033754:108034255	chr6	108033754	108034255	5.87826590242559	5	FALSE	FALSE	TRUE	*	Intron	6	108023364	108053599	30236	2	256380	uc003pry.4	19344	ENSG00000146285	SCML4	Scm polycomb group protein like 4	40.939979569168	-0.823827609610667	0.588677963901971	-1.39945379329309	0.161676945305165	0.720423839556126	2.35019822768302	1.61987185257656	4	4	n.s.	0.142411924369477	NA
chr14:71122123:71122624	chr14	71122123	71122624	28.4380542192275	14	FALSE	FALSE	TRUE	*	Intron	14	71108504	71142077	33574	1	23508	uc001xmi.2	13619	ENSG00000133985	TTC9	tetratricopeptide repeat domain 9	129.976894806628	0.751473715143754	0.543025250749703	1.38386514090508	0.16639975234192	0.726064005778506	2.96777957614802	3.52652844380103	4	5	n.s.	0.139025092617883	NA
chr4:95917129:95917630	chr4	95917129	95917630	16.8012478444961	14	FALSE	FALSE	TRUE	*	Promoter	4	95917383	96079601	162219	1	658	uc031sgm.1	0	ENSG00000138696	BMPR1B	bone morphogenetic protein receptor type 1B	104.154672340093	-0.643067856806936	0.465319853090389	-1.38199101657934	0.166974459458438	0.726836992939932	3.3667822744934	2.8543173794931	4	5	n.s.	0.138562977042548	NA
chr3:10227733:10228234	chr3	10227733	10228234	9.67907645787459	14	FALSE	FALSE	TRUE	*	Intron	3	10206563	10285427	78865	1	3656	uc003bve.1	21170	ENSG00000134070	IRAK2	interleukin 1 receptor associated kinase 2	61.8278316577958	-0.621707161779422	0.459291144676068	-1.35362322785018	0.175856612496989	0.737613787471288	2.77547771214617	2.23610349204597	4	5	n.s.	0.132170974049414	NA
chr4:202120:202621	chr4	202120	202621	9.81670737668234	11	FALSE	FALSE	TRUE	*	Distal Intergenic	4	206389	249773	43385	1	642280	uc010iba.4	-3768	ENSG00000198155	ZNF876P	zinc finger protein 876, pseudogene	44.4301118114594	0.726474811465593	0.538618556171618	1.34877419862623	0.17740950449852	0.739086965740242	1.78917329237042	2.2674320803884	4	5	n.s.	0.131304456708073	NA
chr11:59581264:59581765	chr11	59581264	59581765	6.10244621003316	13	FALSE	FALSE	TRUE	*	Distal Intergenic	11	59573608	59578345	4738	2	54948	uc001noh.2	-2919	ENSG00000166902	MRPL16	mitochondrial ribosomal protein L16	36.1232507141351	0.791185151543187	0.592069029174038	1.33630558694638	0.181449411143181	0.743265089426211	1.48987026771363	2.09788921031688	3	5	n.s.	0.128856265186573	NA
chr2:220108166:220108667	chr2	220108166	220108667	11.0429992352867	10	FALSE	FALSE	TRUE	*	Promoter	2	220101503	220108353	6851	2	79411	uc010zkx.2	0	ENSG00000163521	GLB1L	galactosidase beta 1 like	40.9931584476075	1.24234566892199	0.935222783055901	1.32839542773172	0.184047509148516	0.745999397683327	1.1411646188721	2.11563632742856	2	4	n.s.	0.127261523174668	NA
chr7:126987684:126988185	chr7	126987684	126988185	32.8328621987969	14	FALSE	FALSE	TRUE	*	Distal Intergenic	7	127010354	127026234	15881	2	168850	uc003vlw.1	38049	ENSG00000048405	ZNF800	zinc finger protein 800	189.489166298153	-0.535710921177094	0.404715905633983	-1.32367152790278	0.185612158361381	0.747889402333233	4.22562012547157	3.65120598736397	4	5	n.s.	0.126162620728706	NA
chr7:90258544:90259045	chr7	90258544	90259045	9.7101325714826	14	FALSE	FALSE	TRUE	*	Intron	7	90225720	90839904	614185	1	5218	uc003uky.2	32824	ENSG00000058091	CDK14	cyclin dependent kinase 14	53.0345550698646	-0.585255398980944	0.458077060395942	-1.27763524869609	0.201378065967766	0.76573320575018	2.58542641311283	2.07224633130082	4	5	n.s.	0.115922519470795	NA
chr3:10240624:10241125	chr3	10240624	10241125	21.3953168598747	14	FALSE	FALSE	TRUE	*	Intron	3	10206563	10285427	78865	1	3656	uc003bve.1	34061	ENSG00000134070	IRAK2	interleukin 1 receptor associated kinase 2	104.346431266664	-0.483867747251015	0.385143781222831	-1.25633015731095	0.208996292356262	0.773201876471869	3.39891959905312	2.95219598196235	4	5	n.s.	0.111707100659536	NA
chr11:33033012:33033513	chr11	33033012	33033513	12.5299725467262	14	FALSE	FALSE	TRUE	*	Distal Intergenic	11	33037410	33048263	10854	1	91614	uc010reg.1	-3897	ENSG00000121690	DEPDC7	DEP domain containing 7	84.4074286873411	-0.427685702960758	0.345319372335281	-1.23852218330081	0.215522501886713	0.779764211672066	3.10291140658618	2.75444145265085	4	5	n.s.	0.108036701220371	NA
chr15:84114303:84114804	chr15	84114303	84114804	19.8857451352731	14	FALSE	FALSE	TRUE	*	Distal Intergenic	15	84116091	84234635	118545	1	6457	uc010bms.2	-1287	ENSG00000140600	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3	76.1827925826772	-0.821514874164131	0.66646894744272	-1.23263788555541	0.217710895578065	0.781735529155451	2.98289347806213	2.15599800933276	4	4	n.s.	0.106940149312536	NA
chr9:133971430:133971931	chr9	133971430	133971931	18.4412435593881	14	FALSE	FALSE	TRUE	*	Promoter	9	133971863	133998539	26677	1	83543	uc004cab.2	0	ENSG00000126878	AIF1L	allograft inflammatory factor 1 like	93.392403659025	-0.523671709633977	0.427306732118073	-1.22551710579949	0.22038044904264	0.784026161040126	3.25641653116097	2.77207587768686	4	5	n.s.	0.105669445726517	NA
chr7:127032544:127033045	chr7	127032544	127033045	37.866655283044	14	FALSE	FALSE	TRUE	*	Promoter	7	127010354	127032767	22414	2	168850	uc003vly.1	0	ENSG00000048405	ZNF800	zinc finger protein 800	224.875810485074	-0.426527865373608	0.349008886435647	-1.22211176262486	0.221665365526558	0.784968948676688	4.41858218256417	3.98649896400506	4	5	n.s.	0.105147522471423	NA
chr19:53970404:53970905	chr19	53970404	53970905	7.6652428407189	12	FALSE	FALSE	TRUE	*	Promoter	19	53970989	53997546	26558	1	126017	uc002qbu.2	-84	ENSG00000198346	ZNF813	zinc finger protein 813	108.186330952092	-0.42327499033416	0.346663283467267	-1.22099746503476	0.222086979591222	0.785259089657448	3.37246965588917	3.09395583964908	4	5	n.s.	0.10498702778495	NA
chr21:38835358:38835859	chr21	38835358	38835859	26.6513003648255	15	FALSE	FALSE	TRUE	*	Intron	21	38861087	38887679	26593	1	1859	uc011aei.2	-25228	ENSG00000157540	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	109.26620912848	0.72804230270821	0.597098791178267	1.21929957565573	0.222730509637019	0.785677172409289	2.73596206412418	3.22099793378647	4	5	n.s.	0.10475586495451	NA
chrX:78592771:78593272	chrX	78592771	78593272	7.75527050875348	8	FALSE	FALSE	TRUE	*	Distal Intergenic	23	78615881	78623049	7169	2	9452	uc004edh.3	29777	ENSG00000078596	ITM2A	integral membrane protein 2A	21.6560126573535	0.674639917256727	0.560552040322723	1.20352771683486	0.228772172282561	0.791738286995816	1.12872319827041	1.56938885526372	2	5	n.s.	0.101418352876431	NA
